year,season,designer,author,city,date,review
2013,Fall,Burberry Prorsum,Tim Blanks,London,18-Feb-13,"Christopher Bailey hasn't been carrying the Burberry standard as long as the Prorsum knight, but he's certainly carried it as honorably. Still, the man is only human. After more than a decade of taking inspiration from the company's noble heritage, his own cultural icons, and the small tribe of pretty young things who populate Burberry's ads, it's time for Bailey to get down and get ever so slightly dirty. And where better to start than with Christine Keeler, the showgirl whose canoodling with English politicians and Russian spies almost brought down the British government in the early sixties.  Bailey called his new collection Trench Kisses. Keeler did much more than kiss, of course, and her prosecution for prostitution brought to light the kind of kinky details that would have scandalized the decent, God-fearing Burberry wearers of the time. So there was a satisfying circularity in Bailey's stated inspirations for today's show classics and Keeler. They met in a trenchcoat reconfigured in shivery, suggestively sheer latex. Bailey tried to balance the kink by having his models walk in kitten wedges he felt they induced a ""proper"" posture but Cara Delevingne was having none of it. ""I can't walk 'properly,'"" she snorted, perhaps especially when clad in a sheer rubber skirt through which a pair of big heart-print panties could be clearly seen.   The look of Keeler's heyday, with its pencil skirts, sweaters, and belted coats, dictated the style and substance of the collection. And it's likely that the animal prints here would have seemed showy and sophisticated to a young woman like Keeler. But Bailey stumbled when he added a not wholly successful hard modern edge with gold metal belts, epaulets, and collar and pocket trims. Maybe they were meant to suggest kinky restraints. There was some more unsuccessful hardware with an onslaught of grommeting.  The collection was, in the end, about revisiting the classic. Bailey didn't know if Keeler had ever been spotted in Burberry, but the prospect of her in a trench with nothing on underneath confirmed for him his choice of muse for Fall 2013. ""If you can imagine that, then it worked,"" he said with a sly chuckle."
2013,Fall,Thakoon,Nicole Phelps,New York,10-Feb-13,"Midway through New York fashion week it can start to feel like designers are marching in lockstep. Utilitarian menswear, texture, and neutral, even drab colors have emerged as early trends. How refreshing, then, to find Thakoon Panichgul nurturing his own fixations at his fine show today. The designer said a rereading of Ray Bradbury's novel Dandelion Wine got him thinking about the idea of ""summer captured and stoppered."" Oh, to take a swig and find yourself in a field of wildflowers, not February slush. Panichgul's mini-dandelion-print lavender dress with lace insets was just as transporting. Same goes for a party frock in embroidered black neoprene with a dip in the back. Prints seem to be on the wane, but this show's dusty pink and royal blue winter floral, spliced together with more of those delicate lace panels, was an argument for Thakoon , at least, to stick with them. Panichgul was creative in his attempts at evoking summertime magic. A technical fabric that he used for a coat and the trim of a skirtsuit faintly twinkled like the night sky. Goat-hair dickeys and top-and-skirt sets didn't quite jibe with the chosen theme, but the cheetah-spot goatskin coat with shawl collar looked so good, who cares about backstory?"
2013,Fall,Diesel Black Gold,Nicole Phelps,New York,12-Feb-13,"With apologies to Sophia Kokosalaki, who was formerly at Diesel Black Gold and is a talented designer, you have to wonder what took Renzo Rosso so long to install Andreas Melbostad at Diesel's high-end label. Melbostad, who made Phi white-hot with sexy young things by designing mostly black body-con clothes, is the perfect man for this label. As his motorcycle leather jackets, pants, and dresses stalked down the runway, women in the audience made mental shopping lists. Melbostad isn't necessarily breaking any new ground, but he brings an exceptionally deft hand to the process. The fit on skinny wool pants, resin-treated so they looked sort of like worn-in leather, was great: narrow all the way down the leg, then unzipped a few inches at the ankle for a kicky little flare. Jackets and coats, too, showed off what Melbostad called his efforts to ""bring new structure to the clothes."" A side-zip jacket in that treated wool clung in the right places; a waxy trench had swagger. Studs have been everywhere and back again, but Melbostad did what he could to make them fresh; his are blunt and gunmetal gray, and he embroidered them in geometric grids. The leather minidress covered in them will be a workout, but we don't suppose that will stop girls from wanting to wear it. You won't find the midi lengths trending on other runways here. In fact, you can't get much more mini than the skirt with front zips that he paired with a lacquered sweatshirt. Expect to see a lot of these clothes in the front rows come September."
2013,Fall,Saint Laurent,Tim Blanks,Paris,4-Mar-13,"California grunge was the inspiration for Hedi Slimane's second women's collection for Saint Laurent . Though the huge banners outside the Grand Palais still proclaimed ""YSL"" in the old typeface, that is more likely to be one last wrinkle of the past on the list to be ironed out, rather than an oversight on the part of a man whose yen for control is legend to the point where you might almost think the stifling heat of the venue was his way to establish an ambience (an afternoon on Venice Beach, perhaps ). The collection was set up as an extension of the menswear Slimane showed in January. The music today was from the San Francisco garage band Thee Oh Sees, who are part of the same scene as Ty Segall, the man responsible for January's fantastic soundtrack. The invitation arrived as the same little black artist's book, this time reproducing the rather wonderful paintings of young L.A. painter Theodora Allen. The art blog Little Paper Planes says her ""carefully researched paintings expertly skirt nostalgia to examine longing and legacy."" With a little adjustment, that's a pretty fair description of what Slimane has been trying to do with Saint Laurent. The legacy today was grunge, not YSL; the longing was his own ardent attachment to a scene that was a continent and an ocean away from a kid in Paris at the beginning of the nineties. Slimane is not the only designer motivated by a powerful impulse to reimagine youthful yearnings. Anna Sui and Marc Jacobs immediately spring to mind as masterful mediums of pop-cultural watersheds like The Factory or the Beats. And of course, it was Jacobs who famously lost a job over his original recasting of grunge in a high-fashion context. But there was no job on the line, no sense of present danger, with Slimane's collection today. And with regards to that adjustment, there was no expert skirting of nostalgia. Almost nothing looked new. Which didn't trouble Alexandra Richards, Alison Mosshart, and Sky Ferreira in the least. Such dream clients were all thrilled by what they'd seen. ""That's the way I dress anyway,"" was their party line on the baby dolls, the schoolgirl slips, the vintage florals, the random mash-ups of sloppy cardigans, plaid shirts, and sparkly dresses accessorized with ironic strings of pearls and black bows, fishnets and biker boots. All well and good, and money in the bank for retailers etc., etc., but anyone expecting the frisson of the future that Slimane once provided would have to feel let down yet again. At the odd moments when he allowed it to happen as in a cutaway jacket over a plaid shirt over slashed black leather cuissardes there was a glimpse of the kind of rigorous sensibility that hybridized passion and fashion into an irresistible force at Dior Homme. But wouldn't it be radical if Slimane was actually saying that there is nothing new under the fashion sun, that all that ultimately exists is the energy and inspiration you derive from those elements of the past that you value and love. The same kind of fanboy ardor makes, say, Shibuya 109 in Tokyo or Trash and Vaudeville in New York such wonderful retro romps. This collection will undoubtedly send orgasmic tremors through such places."
2013,Fall,Edeline Lee,Maya Singer,London,15-Mar-13,"This is the fourth collection from London-based designer Edeline Lee . But she's certainly no novice: Prior to launching her line, the Central Saint Martins grad worked with Zac Posen, in that brand's early days, and then she headed up the design for the buzzy label Rodnik. Those are two very different kinds of experiences, but you can see from Lee's clothes how she would have made it work; as this collection affirmed, her aesthetic mixes refined construction and an idiosyncratic sensibility. For Fall, Lee riffed on some truly rich source material: vintage regalia from a Texas Odd Fellows' union that got her thinking about secret societies and the way clothes can communicate in code. There was an overarching quirkiness here, as she emphasized oversize sailor-suit collars, military frogging, and motifs with a vaguely Illuminati feel, which she executed in a purposefully naive way. To her credit, the clothes didn't look silly; trim pants in mottled gold and copper tweed, with a band of black down each leg, had a graphic kick but were indisputably realistic, and a soft pleated dress in turquoise, white, and black silk was an elegant extrapolation of the collection's color-blocking. Elsewhere, all her pencil-slim sheaths were winners, and a gray frogged coat averted kitsch, and looked sharp. Everything had a real sense of polish. The one quibble here, really, was that Lee's sailor dresses sometimes erred on the side of the twee. You got the sense from this collection that Lee has found her voice, but she's still in the process of modulating it."
2013,Fall,Max Mara,Nicole Phelps,Milan,21-Feb-13,"Max Mara 's stock-in-trade is outerwear, and the design team didn't let you forget it this season. The coats and jackets were positively gigantic, and layered one on top of the other as enthusiastically as they were, they caused some of the models to look nearly as wide as they were tall. We're all for brands putting what they do best on the runway and for a quality camel coat, you can't beat Max Mara but the styling here was too molto at times for its own good. Take the example of a camel-hair overcoat shown over a hooded duffle in spun alpaca that looked like closely cropped shearling. Surely just one of those would protect a woman from even the most inclement weather. In any case, there was enough fashion in each of them to stand on their own.  Once you saw past all the layers if you could manage it there were great pieces here. Working with the Bauhaus period as a reference point, the studio came up with bold rugby-stripe parkas and peacoats (navy and buff), as well as a stretchy knit dress and pencil skirt (ocher and brown). More often that not, though, the looks were monochrome, down to the suede running shoes and croc-stamped handbags. Slip into a midnight-blue slouchy cable-knit sweater and matching velvet track pants, and you'd be hard-pressed to slip them off. Other times, the loose-fitting elastic-waist pants in cashmere knit or techno satin felt too much like pajamas. As outerwear makers, tailoring is also in Max Mara's wheelhouse. A few well-cut trousers could've added the element of sharpness that this collection needed."
2013,Fall,Kate Spade New York,Lauren Sherman,New York,8-Feb-13,"It was all about the eighties at Kate Spade New York 's Fall 2013 presentation. Blondie blasted in the background, hot pink ruled, and old-school taxicabs served as props. It looked like a set for Sex and the City reboot The Carrie Diaries , which takes place in 1984. If that all sounds a bit tacky, well, it was. Irreverent would be a nicer way to put it. But in its 20th year, Kate Spade New York could give two hoots what its critics think. Because its customer is more than satisfied. Sold to Liz Claiborne Inc. in 2006, Kate Spade New York is now the most successful brand in renamed company Fifth and Pacific's stable, which also includes Juicy Couture and Lucky Brand jeans. The reason for that is creative director Deborah Lloyd, who began designing for the company after its eponymous founder departed. Lloyd took the company's original DNA fashion with a quirk and spun it into a full-blown world of glamour with a sense of humor. This season's girl wears poufy minis in lipstick prints and carries a yellow clutch emblazoned with the word ""TAXI,"" an ideal tool for hailing a cab. She might also try a pair of tuxedo-inspired pumps on for size, if she's adventurous enough. There are also taxi-inspired heels, sparkly lip sunglasses, and a sweatshirt featuring a sprinkle donut. Lloyd's instincts have served the brand well. ""My eyes are constantly open,"" she says. For a certain kind of girl, Lloyd is a barometer of what's cute and fun. And while that might not be the height of fashion, it is a convincing point of view."
2013,Fall,Iceberg,Nicole Phelps,Milan,22-Feb-13,"The Cure's hit ""A Forest"" played at today's Iceberg show, cuing a 1980s vibe. Big rounded shoulders, pleated leather pants, acid pastels, novelty sweaters. Iceberg's bread and butter is its knits, and this being Fall, there was a lot of variety here not just pullovers, but also sweater dresses and cardigan coats. Some came color-blocked, others were patchworked with fur, and one was crisscrossed with leather-trimmed zippers. Turns out, the last was a replica of a sweater Jean-Charles de Castelbajac designed for an Iceberg advertising campaign in 1983. Iceberg was a big deal then, so reminding us of its knitwear roots isn't a bad plan; the sweaters were heads above those multicolor swirling prints and embroideries at the end those were better off ignored. Still, there were other items worth calling out, notably a sharp, tailored white blazer with bold black stripes on the arms, and a color-blocked yellow, black, and tan parka with leather trim and a fur lining. Fewer extras chokers, elbow gloves, leather sash belts, etc. would have made this trip down memory lane feel more modern."
2013,Fall,Emporio Armani,Tim Blanks,Milan,24-Feb-13,"Giorgio Armani's shows exist in a universe of their own. They are epically scaled rummages through the mind of a designer who has passed over the course of four industry-defining decades from revolutionary to pillar of the fashion establishment. Sometimes Armani looks to his strengths and comes up trumps. Other times, he takes a leap into a challenging unknown and meets with less success. On the whole, today's Emporio show counts as one of the latter exercises. It was, somewhat mystifyingly, called Kajal. Otherwise known as kohl, kajal is a pigment that's been used to color cosmetics for centuries. So that probably explained a palette that ranged from creamy pinks to smoky blues. Compatible with the Armani we know, true. There were also vestiges of that designer in the soft tailoring of a jacket, or the mannish sweep of a coat. But what really shaped this collection was Armani's longtime passion for Japan, here utilized in its more avant-garde extremes. If you've ever wondered what it would be like to see Giorgio Armani cross-pollinated with Rei Kawakubo, look no further than Emporio's two-dimensional bonded velvets. The volumes of knife-pleated pants and shorts, the Edwardian-tinged high waists and petaled hems hinted too at neo-Japonisme. The presentation today also put on full display Armani's affection for hats. There wasn't a bare head in the whole show, a reminder of the era when the man's aesthetic was shaped in childhood. This experimental collection showed that, to his credit, he hasn't lost his sense of play."
2013,Fall,Temperley London,Jo-Ann Furniss,London,17-Feb-13,"Hitchcock's obsession with perhaps his greatest leading lady, Tippi Hedren, always spun around clothing; he carefully controlled the way she dressed both on- and offscreen. His first sighting of the then model, in a commercial, led to her casting in The Birds. And the famous simple green skirtsuit she wears for much of that film was designed by Edith Head, under careful instruction from the director to be similar to the one Hitch first saw her in. With such obsessional material on offer, Byrds, the name of designer Alice Temperley's Fall collection, promised much as a paean to Hedren. Never as conventional as Grace Kelly who could perhaps be seen to personify, in To Catch a Thief, much of last season's Temperley London offering the darkness in Hedren and the parts she played underlie her carefully put-together look. This was exactly what the designer Alice Temperley was going for: ""Savvy, dangerous, dreamy,"" as she said backstage after her show. For Fall, the clarity, precision, and lightness to be found in the clothing of last season was still there, in large part, with some beautifully realized garments. Particularly the daywear, for which a certain strictness was added to the proceedings in the shape of trapeze-line dresses and swing coats in structured Italian jacquards or British wools some of the standout looks of the collection. The strengths of the offering were in those early sixties shapes and the commissioning of great fabrics something Alice Temperley always approaches from scratch and prides herself in. The collection fell a little flat in the more contemporary trouser and jacket looks, which did not pack nearly as much punch, and the eveningwear that eschewed the strictness and discipline established in the earlier part of the show."
2013,Fall,Rodebjer,Maya Singer,New York,9-Feb-13,"Carin Rodebjer moved to New York City from Stockholm about a year ago. Back in Scandinavia, Rodebjer is an established brand; here in the States, it hasn't yet made much of an impact. Today's debut on the New York fashion week calendar was clearly intended to redress that. Will Rodebjer be the next Swedish blockbuster brand, following in the footsteps of Acne? Probably not. For one thing, Rodebjer doesn't make jeans. And for another, although the brand's clothes are very hip, they aren't particularly ""cool."" As a designer, Rodebjer wears her heart on her sleeves, as it were; her take on Scandinavian utilitarian fashion is warm, personal, and poetic.  This season, Rodebjer expanded on many of the ideas she introduced last time out, notably her exploration of nature themes. Moving to New York has made her think back on her days growing up on an island in Sweden, she explained before her presentation, and she wanted to conjure both the environment of that place and the sense of mystery she felt about nature as a child. She went about that project with a great deal of understatement, focusing on texture, subtle and suggestive tonal variations, and modest exaggeration of conventional silhouettes. There was a fanciful element here, as well as the designer noted, primeval forests often provide the setting for fairy tales, and she translated her girl's-eye view on romance and magic into fluttery pink silk organza blouses and a wool suiting material flecked with silver sparkle. The fairy-tale pieces were highlights tulip-shaped pants and a slouchy gray suit in the sparkly wool were particular standouts, and the pink organza was not only lovely but a welcome tonic amid all the earthy color. Meanwhile, other key looks proved to have just as intimate a referent for Rodebjer, if a vastly more literal one. The lambswool and sheepskin used in the collection's fringed hand-knits and curled jackets, scarves, and capes all came from a farm owned and managed by her mother's best friend. ""I was really thinking a lot about my mother and her friends, and all the handicraft they used to do when I was young,"" Rodebjer said. ""That feels modern to me now, that sense that something's been made , it's been touched . I like a human scale."""
2013,Fall,Philosophy,Maya Singer,New York,13-Feb-13,"Natalie Ratabesi, the new designer of Philosophy di Alberta Ferretti, is off to a strong start. Her debut collection for the label was pre-fall; today she began the work of articulating her vision of the Philosophy woman in earnest. Ratabesi's inspiration for this collection was a bit daft she imagined a Mongolian princess mooching around Paris at the height of the haute couture fifties but it led to clothes with a modern, matter-of-fact appeal. Two seemingly simple looks serve as a case in point: One, all white, paired a trim jacket with an architectural peplum and a lean but diaphanous wrap skirt; the other, all black, matched a pair of soft, high-waist trousers with a superb blouse with sheer stripes and voluminous sleeves. Those two looks seemed to lay the foundation for the Philosophy era to come: They retained the brand's characteristic sense of romance, but elaborated on it in a way that was free of both froth and fuss. These were real clothes, and very chic ones at that. Of course, not all the looks were so spare; Ratabesi really went to town on knit, proffering glimmering, long-haired Mongolian ski sweaters, sculptural hand-knits, and sweatshirt-shaped jumpers featuring variegated stitch details. She cuts a mean full skirt too, the best of which were done in pleated chiffon, and weighted at the hem; they had a casual hang that served to update the shape. Further updating was accomplished by means of the collection's slick outerwear: Philosophy is going to sell loads of the white, fur-trimmed, zip-off parka. The one quibble here, really, was with Ratabesi's swirly, jolie-laide prints, which seemed a little out of place. But on the whole, this was a collection full of winning pieces, with a ton of promise."
2013,Fall,Christopher Kane,Tim Blanks,London,18-Feb-13,"Dr. Frankenstein has become something of an unwitting mentor to Christopher Kane . The monstrous new life of Kane's Spring offering was matched by the starting point of his latest collection: an MRI of a healthy human brain, pulsing with consciousness. It was reproduced on a handful of streamlined items late in his show today, just before a final group that was intended, claimed Kane, to represent the brain exploding, literally fizzing with creativity. And that made one sharp metaphor for a collection which fueled by French luxury conglomerate PPR's recent investment marks the start of Kane's liftoff into the fashion stratosphere.  The fizz of this definitive moment in his career was captured by the exuberant excess of a 60-look show. Too much, carped the odd critic, but it was diverting to imagine that the point of the profligacy was to underscore the scope of Kane's abilities for PPR honcho François-Henri Pinault, parked in the front row with his wife, Salma Hayek. Hence, a presentation that embraced the rich sobriety of a navy coat-dress trimmed in luxuriant fox, the punky directness of a black-leather-and-camo-kilt pairing, and a dress formed from elegant swirls that suggested the Art Nouveau motifs of Glaswegian design icon Charles Rennie Mackintosh.  Kane has already visited some of these ideas, such as camo and kilts, in the past. Today he revisited his archive to reanimate a whole lot more: gothic velvet; detached hems; the appliqu'd flowers from Spring 2012, echoed here in the rosettes of feathers that studded Jourdan Dunn's sweater-and-sheer-skirt set; and, always, the punky nonchalance of the bad girls he remembers from his childhood. They may, in fact, be the presiding spirits of his career to date, and if this was Kane's way of saying ""Goodbye to All That,"" clearing the slate for a glittering future that will look quite different, it was a spectacular envoi for him, for us, and for them."
2013,Fall,Marchesa,Brittany Adams,New York,13-Feb-13,"Georgina Chapman and Keren Craig mined eighteenth-century romanticism for Fall specifically, Francisco de Goya's Portrait of Maria Teresa de Vallabriga on Horseback . The aristocratic opulence associated with that era dovetailed with the Marchesa designers' maximalist tendencies. The first look out, a scarlet equestrian coat with a high collar and full skirt, set a dramatic tone for the lineup. The silk matador trousers it was paired with also suggested the show wasn't going to be all princess gowns, which the occasionwear label remains known for, particularly on the red-carpet circuit. On that note, the Academy Awards are just around the corner. While Chapman and Craig definitely kept that in mind, the duo explained that they don't pander to celebrity stylists while developing a new collection. ""It's more of an afterthought. We'll look at everything when it's finished and say, 'Ooh, that could work,' "" said Craig backstage. There's no doubt that several of these numbers will be Los Angeles-bound in the next few days. Starlet-worthy standouts included a strapless fishtail gown in a menswear-y striped silk (that could've done without the voluminous tulle underskirt) and a ""deconstructed coat-dress"" cut from fuchsia-colored duchesse satin, which had a definite wow factor. Deconstruction and construction were recurring themes here, leading to both winning and not-so-winning moments. The former concept occasionally resulted in excessive draping that didn't always flatter, while some of the corsets incorporated throughout were strangely pointy and stood away from the body (nobody wants another public nip slip). In the end, it was some of the (relatively) simpler looks that had the biggest impact. An off-the-shoulder, curve-hugging cocktail number with allover floral embroidery hit all the right notes."
2013,Fall,Duro Olowu,Maya Singer,London,16-Feb-13,"One of the many compelling things about Duro Olowu is that he is a designer with relatively little interest in youth. He's not against the young, of course, but his collections express the conviction that they needn't have a monopoly on drama or fun. The clothes Olowu showed today were a case in point: A belted black coat with a fox collar was a sublimely grown-up look, and indeed an understated one for the designer, but its bell-shaped sleeves provided plenty of look-at-me oomph. Ditto the soigné full-skirt suit in Kelly green the silk-blend tweed skirt had an emphatic silhouette, not fit for shrinking violets, while the trim jacket was elaborated by a humorously oversize, mottled fox fur lapel. Sophisticated? Yes. Boring? No. Parts of this collection found Olowu working in an atypically muted key. Alongside his signature bias-cut, patchwork pattern dresses, he showed a range of pieces that ought to have a broad appeal, such as sharply cut, wide-leg trousers in melton wool, graphic mohair sweaters, and slinky, bias-cut gowns that conjured an old-school Hollywood glamour. Elsewhere, though, his designs were unusually exuberant, nowhere more so than in operatic capes done in multicolored feathers or floral embroidered silk. The looks in metallicized dévoré? velvet or silk split the difference, effectively. But overall, the message was clear whether operating at full volume or in a quieter register, Olowu made the case that polished women are entitled to have just as much fun in their clothes as girls are."
2013,Fall,Ralph Lauren,Nicole Phelps,New York,14-Feb-13,"The antler candelabras lighting the runway at Ralph Lauren 's show this morning said the American West, but they were a decoy. Today, Lauren took us on a romantic voyage with naval-inspired pieces, vaguely Russian-feeling velvets and tapestry embroideries, and dramatic eveningwear. It was his most fully realized, successful collection in a while.  Military references have emerged all over the New York runways, but Lauren is hardly playing follow the leader. They've been part of his arsenal for decades probably, and he showed off his sure hand here with a cream wool toggle jacket and a black crepe tailcoat, both worn with leggy flared sailor pants. If silk frogging and gold ribbon trim on other outerwear put too fine a point on it, underneath it all was fantastic, sharp tailoring. Extending the sailor theme into evening, he came up with one of the show's best looks: a fitted fisherman sweater and to-the-floor tiered black skirt in taffeta and organza a modern mix of day and night.  An interlude of fitted knits and A-line midi skirts (thankfully brief) followed, after which Lauren really turned on the opulence. It's tempting to assign credit to the Russian street-style stars (at least one of whom was in head-to-toe Ralph in his front row) for the Cossack pants and pieces like a black velvet embroidered coat with shearling collar. They get too much attention already. And, again, Lauren's been at this kind of thing for ages.  He closed with a group of jewel-tone shirred taffeta gowns made all the more grand by the fur hats the models wore. A subtler silk velvet column with a bejeweled crystal bib would be a sure hit at the Oscars. The editorial set, meanwhile, took particular notice of a sleeveless black dress made from pleated silk and leather."
2013,Fall,Chanel,Tim Blanks,Paris,5-Mar-13,"I've got my feet on the ground, but this collection is up -to-earth, not down -to-earth. While he was speaking, Karl Lagerfeld was strategically placed under the massive globe that majestically revolved, center stage, during the Chanel presentation this morning. So the only way to earth was, in fact, up. But, figuratively speaking, the collection he showed was also ""up"": one of those confident, energetic, clothes-packed epics that he could probably draw in his sleep. (Not as banal as it sounds Lagerfeld has often said he awakes from dreams and sketches a collection on the spot. He refers to it as ""automatic"" designing.)  Bouncy confidence hasn't always produced convincing Chanel shows, but here there was a sepulchral undercurrent that was utterly seductive. The globe was dark, as though night had fallen on the world. The clothes were dark, too. And lean: a favorite silhouette fitted to the hip, then flared into a short skirt over leather cuissardes (so much better-sounding than their literal English translation, ""waders""). The other key shape was equally streamlined, cut high on the thigh at the front, dipping to mid-calf at the back. This mutant redingote had a slightly libertine flair, which felt more Karl than Coco.  Even though it was night, the darkling was sparkling. ""Not depressing,"" Lagerfeld emphasized. Tweeds glittered, metallic thread brought shine to wovens. Aymeline Valade was entangled in a wonderful, shiny spirographic web. The effect was a little starlight spacey, though that impression might also have been steered by the Cardin-esque helmets some of the models were wearing. (They were, said Lagerfeld, actually facsimiles, in fur, of Anna Wintour's iconic bob.)  As usual with Chanel, the fabrics defied comprehension. Anything that looked woven was just as likely to be an artful web of embroidery, like the explosions of monochrome flowers toward the end of the show. But, unlike with the couture, we were too far away for specifics, and that sense of distance underscored a point Lagerfeld wanted to make about the size of Chanel's business. The scale of the house's ready-to-wear presentations has often seemed like a metaphor in itself, and today, with the globe that revolved before our eyes, dotted with hundreds of logo-ed flags showing the location of every Chanel shop, it was even more suggestive. If only Lagerfeld had popped out the top at the finale to straddle the planet he's not usually one to slight a subtext, and Karl-as-Kolossos would simply have reaffirmed his role as the one and only dominator."
2013,Fall,Vera Wang,Nicole Phelps,New York,12-Feb-13,"Vera Wang 's tomboy phase is over. The designer changed things up a couple of years ago, swapping the three-dimensional volumes and jewel tones she made synonymous with her name in the mid-aughts for slimmer, garçon-ish, and often black clothes. Today, she made another switch, calling her collection an exploration of classic dressmaking in sculptural silhouettes. It wasn't a bad match. This was a pretty collection for Wang. The show got off to a slow start with graphic layers like a black twill sleeveless cocoon coat with plunging armholes worn over a stone gray canvas shift. The canvas bandeaux that she sometimes added on top are a styling idea that won't make it past the runway. But she moved on fairly quickly. Wang can't resist a bit of fur, and her black fox cape, fastened at the neckline with a studded leather strap over a jeweled T-shirt dress, had charm. Another nice outfit for evening: a white fox wrap and leather opera gloves over a black Chantilly tunic and cropped pants in metallic lavender brocade. Like most 48-look shows, this one could've used some pruning, but things really started looking up when Wang let the light in. Photos don't do justice to the iridescence of a youthful pink sequined and beaded V-neck dress. The tangerine and magenta jacquards of a pleated-neck top and a blossoming tulip skirt were especially lovely. And when those bandeaux reappeared under rose-print chiffon blouses with long trains and matching jacquard pants, they made a whole lot more sense."
2013,Fall,Cacharel,Alex Veblen,Paris,1-Mar-13,"Cacharel nixed the runway format this season, preferring to present the collection in its showroom with designers Ling Liu and Dawei Sun on hand to walk editors through the looks. They showed off a nicely executed coat with mannish proportions and dropped shoulders, pointing out how it offset the various floral tapestry-inspired dresses. They talked about the season's signature motif of hummingbirds flitting amid flowers how it was first hand-drawn and then enhanced and filled in digitally with contrast patterns. This delicate print appeared on a flouncy skirt and a quilted cotton parka one that happened to be lined in rabbit and trimmed with coyote. Don't forget it when you're bemoaning all the black outerwear come fall. But there was also a metaphor or two in that motif: Because, while the designers offered up a pleasing array of work-appropriate dresses and classic poplin shirts, they still have yet to spread their wings. Or blossom. Take your pick. Liu and Sun say the brand is being positioned to young women who might be starting their first job; apparently, prices have dropped to reflect this shift. Diamond tricot sweaters and gray flannel skirts will pass for the first week; the floral knit dress with black side inserts might even prompt a compliment. But once the paychecks begin, these girls will soon graduate beyond the collection. ""She has lots of style; she's not traditional,"" said Sun of his Cacharel muse. ""She's always wanting to try different things."" Hopefully this will prove true of the designers themselves. Words, meet actions."
2013,Fall,M.Patmos,Brittany Adams,New York,6-Feb-13,"There's only so much you can say with a beautiful sweater, but season after season, Marcia Patmos finds ways to continually stoke the knitwear conversation. For Fall, the M.Patmos designer sought to evoke ""the bourgeois, eccentric lady of the house, who borrows pieces from her husband's closet,"" with layered-up looks like an olive-green ""trench"" cardigan that was tied languidly at the waist with a satin sash and shown over a shimmery slip with allover beading in a digitized camouflage pattern. Aside from that dress, camouflage and ikat motifs popped up in a variety of fabrications throughout the collection most notably on a clingy jacquard sheath paired with a surplus-y bomber jacket, on a funnel-neck dickey, and on long fingerless gloves. Patmos rounded out the lineup with sharp pony-hair pencil skirts and a reversible patchwork shearling coat that added depth to her refined, seasonless knits."
2013,Fall,Moncler Gamme Rouge,Tim Blanks,Paris,6-Mar-13,"When fur-clad walkers led huskies onto the runway at the start of the Moncler Gamme Rouge show, it was all very Game of Thrones. Quite what it became when a couple of the gorgeous creatures slipped their leashes and took to the front rows was something else altogether. But in the end, it turned out to be mostly a petting-zoo moment, which coupled nicely with the clever, family-friendly spectacle staged by Giambattista Valli to celebrate his collection for Moncler. The big picture, according to the designer, was a love story between a snowflake and a polar bear. Nature surely dictates that such a relationship would be strictly taboo on any level you could imagine, but a frisson of the forbidden and a triumph over the impossible are at the heart of most fairy tales. It's all in the marriage of beauty and the beast. And so were Valli's clothes. He patchworked real pelts and photoprint furs in substantial parkas, accessorized them with hoods, mitts, and laced-up cuissardes (remember them? Word of the week) for a look that was full-on Philip Pullman fantasy. This being Moncler, there's little doubt that the outfits that followed were the very height of high performance, but Valli gave them an agreeably cinematic flair. Cape shapes helped. So did the fact that the prettily rosy-cheeked girls and rugged boys were just the types who would emerge from a Hollywood blizzard as a prelude to a happy ending. It came when the silvered, crystallized ice princesses were united with their ursine lovers. Enchanting!"
2013,Fall,Alexandre Herchcovitch,Emily Cronin,New York,9-Feb-13,"Cite ""flowers"" as design inspiration and watch a crowd of fashion editors roll its eyes at visions of tea-party chintz. But for Alexandre Herchcovitch , the full flower stamens, pistils, multifoliate petal structure, and all provided the basis for an intellectual and intriguing Fall collection. The Brazilian designer showed a range of layered looks in which garments were not always what they seemed. The bodice on one ""dress"" was split down to the navel, so it could be peeled back and worn pannier-style over a full skirt, exposing the bustier beneath. A red chiffon blouse featured arms at both ends, with the second set tied around the waist and the redundant bodice falling to rest on the skirt below, like vestigial wings. Herchcovitch progressed this idea, peeling garments back layer by layer, so that by the end of the show, entire dresses floated around the models' hips. All that bulk and volume could get a little ungainly for a real-life wearer, all those extra wisps irritatingly extraneous, so there were more commercial pieces in the mix. A body-con dress with a chiffon peplum reproduced the layered look with all-in-one ease. Prints also provided a more palatable, 2-D way into the subject matter. Oddly haunting drawings of spider orchids and other tropical flora achieved beauty without any cloying associations. But for this designer, the experiment of deconstructing clothes with a botanist's precision seemed the chief interest let the petals fall where they may."
